"Protein.Group","Protein.Ids","Protein.Names","Genes","First.Protein.Description","b1_9_rep","b1_7","b1_2","b1_3","b1_6","b1_pool","b1_5","b1_1","b1_9","b1_4","b1_8","b1_10","b2_4","b2_8","b2_6","b2_9","b2_3","b2_1","b2_10","b2_7","b2_2","b2_pool","b2_5","b2_9_rep"
"Q92817","Q92817","EVPL_HUMAN","EVPL","Envoplakin",13652.2,3806.04,4806.55,NA,6713.08,8361.39,NA,6349.49,NA,3903.42,4728.46,NA,3311.63,19382.7,3918.96,10193,36619.7,17483.8,9998.57,4150.24,10405.4,10397.4,15937.5,11210.3
"Q92820","Q92820","GGH_HUMAN","GGH","Gamma-glutamyl hydrolase",19203.3,18343.6,19214.4,14763.6,23866.3,25902.1,18120.6,22557,13994.5,40815.1,14881.4,21477,33988.8,17936.3,20726,22080.7,30897.6,34827.8,19070.3,15909.5,24637.7,24431.9,29581.9,23905.7
"Q92835;Q92835-2","Q92835-2;Q92835-3;Q92835","SHIP1_HUMAN","INPP5D","Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 1",NA,NA,28650.4,5879.14,NA,6458.89,7871.36,NA,6289.8,NA,NA,NA,1654.48,NA,926.779,NA,6571.5,4555.52,NA,NA,NA,7329.35,NA,NA
"Q92841;Q92841-1;Q92841-2;Q92841-3","Q92841-1;Q92841-2;Q92841-3;Q92841","DDX17_HUMAN","DDX17","Probable ATP-dependent RNA helicase DDX17",9006.87,NA,4910.32,12000.8,NA,NA,NA,1872.3,NA,6629.44,NA,NA,NA,1467.51,NA,2667.34,3576.63,4120.54,NA,NA,NA,NA,NA,2681.46
"Q92876","Q92876","KLK6_HUMAN","KLK6","Kallikrein-6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7939.71,NA,2129.54,NA
"Q92888;Q92888-2;Q92888-3;Q92888-4","Q92888-2;Q92888-3;Q92888-4;Q92888","ARHG1_HUMAN","ARHGEF1","Rho guanine nucleotide exchange factor 1",NA,NA,14294.6,6158.99,14619.3,5766.28,5324.39,7662.08,NA,3010.67,NA,NA,2357.91,9272.33,2463.66,3834.33,3884.05,5356.83,NA,NA,6435.74,3860.02,3568.37,NA
"Q92890;Q92890-1","Q92890-1;Q92890-3;Q92890","UFD1_HUMAN","UFD1","Ubiquitin recognition factor in ER-associated degradation protein 1",NA,NA,26921.9,17520.6,6474.75,10158.4,7977.83,7475.14,6605.83,14018.2,NA,NA,12361.7,6598.1,3855.33,NA,10527.7,13739.9,1447.46,NA,NA,12040.2,15701.2,11980.2
"Q92900;Q92900-2","Q92900-2;Q92900","RENT1_HUMAN","UPF1","Regulator of nonsense transcripts 1",1715.97,8231.88,29968,11915.3,NA,5091.89,6788.61,7158.96,3407.16,3093.46,7561.51,6469.56,9272.09,NA,3877.76,7433.66,11134.9,11494.8,23063,NA,6000.99,8971.42,NA,NA
"Q92930","Q92930","RAB8B_HUMAN","RAB8B","Ras-related protein Rab-8B",7216.07,NA,21211.4,10871.1,NA,7273.95,7847.93,8314.71,NA,2741.55,NA,6656.82,13332.9,NA,4051.08,NA,3841.18,15093.6,6615.55,NA,NA,16591.2,6623.33,NA
"Q92932-2","Q92932-2","PTPR2_HUMAN","PTPRN2","Isoform 2 of Receptor-type tyrosine-protein phosphatase N2",NA,NA,NA,58347.5,7439.13,36988.1,NA,27232.9,NA,20391.5,NA,40928.4,29117.5,7725.48,11820.5,10340.8,35844.7,NA,NA,7149.82,24588.5,NA,5296.33,8200.6
"Q92954-4","Q92954-3;Q92954-4","PRG4_HUMAN","PRG4","Isoform D of Proteoglycan 4",21479.9,19289.9,NA,6373.1,NA,13665.7,8441.86,NA,20490,27298.4,10415.3,NA,8959.25,7114.7,11461,NA,NA,5114.05,15259.6,12824.1,9249.13,11986.5,3214.7,8279.36
"Q92954-6","Q92954-2;Q92954-3;Q92954-4;Q92954-5;Q92954-6;Q92954","PRG4_HUMAN","PRG4","Isoform F of Proteoglycan 4",2606710,2208400,710320,1208720,1482060,2029830,3793750,1307450,2768820,2554040,1491110,2715050,2875540,2529180,1845100,2072550,1151840,1087720,2152390,1455620,1753270,2077210,692245,2056370
"Q92973;Q92973-2;Q92973-3","O14787-2;Q92973-2;Q92973-3;Q92973","TNPO1_HUMAN","TNPO1","Transportin-1",709.252,1107.07,12583.9,2393.12,NA,4722.14,NA,3997.62,NA,2712.16,1047.36,NA,NA,745.903,722.711,NA,4748.68,6131.18,NA,NA,4003.23,3695.3,2393.34,NA
"Q92974;Q92974-2;Q92974-3","Q92974-2;Q92974-3;Q92974","ARHG2_HUMAN","ARHGEF2","Rho guanine nucleotide exchange factor 2",2846.89,5607.48,42666.9,14853.8,NA,10463,6958.16,12330.6,19414.1,2816.8,4009.39,5330.64,10487.9,NA,NA,NA,9344.89,10346.4,NA,8402.21,1158.52,9945.93,NA,3762.39
"Q93008;Q93008-3","O00507-2;O00507;Q93008-3;Q93008","USP9X_HUMAN","USP9X","Probable ubiquitin carboxyl-terminal hydrolase FAF-X",10461.5,2580.8,14060.7,5144.33,1319.49,4848.91,5103.67,4603.79,5887.34,2148.52,NA,NA,10258.5,NA,NA,1232.36,4987.14,6672.77,NA,NA,NA,78310.1,1120.42,NA
"Q93009;Q93009-3","Q93009-3;Q93009","UBP7_HUMAN","USP7","Ubiquitin carboxyl-terminal hydrolase 7",NA,NA,2202.34,NA,NA,4474.62,3322.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,3882.2,NA,NA,NA,NA,3220.45,NA,NA
"Q93034","Q93034","CUL5_HUMAN","CUL5","Cullin-5",32721.2,37987.1,149309,NA,31427.1,36047.1,NA,39618.9,41065.8,35950.2,NA,29734.1,NA,NA,NA,39666.4,NA,33104.9,26051.9,39671.5,32245.1,41410.6,34700.9,47318.4
"Q93050;Q93050-1;Q93050-3","Q93050-1;Q93050-3;Q93050","VPP1_HUMAN","ATP6V0A1","V-type proton ATPase 116 kDa subunit a 1",4303.21,9457.67,42431.8,10696.6,4525.39,10883,11714.5,9360.23,5528.77,4330.04,3552.55,NA,19829.3,NA,NA,NA,12939.2,20729.2,4653.78,NA,3817.5,9102.3,4088.15,5081.34
"Q93052","Q93052","LPP_HUMAN","LPP","Lipoma-preferred partner",NA,NA,11897.5,2827.73,4429.62,NA,NA,NA,NA,NA,NA,NA,4517.21,NA,NA,NA,9117.94,6967.29,NA,NA,2603.15,1410.94,NA,NA
"Q93084;Q93084-1;Q93084-3;Q93084-4;Q93084-5;Q93084-6;Q93084-7","Q93084-1;Q93084-3;Q93084-4;Q93084-5;Q93084-6;Q93084-7;Q93084","AT2A3_HUMAN","ATP2A3","Sarcoplasmic/endoplasmic reticulum calcium ATPase 3",54608.2,40886.4,1024320,235607,54682.4,186107,189350,188725,60045.8,48832.4,27591.7,29809.9,155384,17550.4,23334.5,30215.5,216867,245982,30316.8,6204.27,39030.6,184720,38673,26824.3
"Q969E2;Q969E2-2","Q969E2-2;Q969E2","SCAM4_HUMAN","SCAMP4","Secretory carrier-associated membrane protein 4",NA,NA,22194.8,9770.04,NA,NA,NA,2125.17,NA,NA,NA,NA,NA,NA,NA,3795.04,4493.01,6421.37,NA,NA,6234.02,3567.99,NA,NA
"Q969L2","Q969L2","MAL2_HUMAN","MAL2","Protein MAL2",NA,4289.58,NA,NA,NA,NA,3964.52,NA,NA,3902.63,NA,NA,NA,NA,NA,NA,3389.07,NA,NA,2818.77,7816.14,3491.8,7522.6,NA
"Q969M3;Q969M3-3","Q969M3-3;Q969M3","YIPF5_HUMAN","YIPF5","Protein YIPF5",NA,NA,9232.12,1946.53,NA,5784.93,NA,1121.58,NA,NA,NA,NA,NA,NA,NA,NA,2862.66,1321.45,NA,NA,NA,NA,NA,NA
"Q969S9;Q969S9-3","Q969S9-2;Q969S9-3;Q969S9-4;Q969S9-5;Q969S9","RRF2M_HUMAN","GFM2","Ribosome-releasing factor 2, mitochondrial",NA,NA,6227.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1515.57,NA,NA,NA,NA,NA,NA
"Q969V3;Q969V3-2","Q969V3-2;Q969V3","NCLN_HUMAN","NCLN","BOS complex subunit NCLN",NA,NA,24446.2,6212.18,NA,6504.32,7282.76,3056.24,3845.07,NA,NA,NA,NA,NA,NA,NA,9101.22,12760.7,NA,3149.83,NA,13067.9,NA,NA
"Q969V6","Q969V6","MRTFA_HUMAN","MRTFA","Myocardin-related transcription factor A",NA,NA,5990.84,NA,NA,NA,NA,4912.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,2240.84,NA,NA,NA,NA,3124.38,NA
"Q969X0","Q969X0","RIPL2_HUMAN","RILPL2","RILP-like protein 2",NA,1944.4,24039.9,8977.02,4876.61,6814.64,6494.97,7386.81,2371.37,2477.23,1234.77,5102.74,4347.12,NA,NA,NA,7546.7,8182.58,NA,NA,2533.26,7471.33,NA,NA
"Q969X5;Q969X5-2","Q969X5-2;Q969X5","ERGI1_HUMAN","ERGIC1","Endoplasmic reticulum-Golgi intermediate compartment protein 1",4067.58,NA,24539.9,19382.6,11936.8,13986.5,NA,11642.4,NA,NA,1458.66,NA,11824.1,1763.4,NA,NA,7617.92,16495.4,NA,5801.32,NA,8212.11,NA,NA
"Q96A26","Q96A26","F162A_HUMAN","FAM162A","Protein FAM162A",4925.13,NA,96538.7,30150.3,9136.35,23934.8,9333.5,30125.2,8909.17,9154.31,3248.75,2868.09,12920.7,1211.34,3389.58,NA,31536,31955.5,NA,NA,NA,21284.3,6985.49,4962.91
"Q96A33;Q96A33-2","Q96A33-2;Q96A33","CCD47_HUMAN","CCDC47","PAT complex subunit CCDC47",NA,NA,8345.28,3136.39,NA,3565.03,8983.42,3213.61,NA,NA,991.05,NA,NA,2006.24,696.341,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q96A35","Q96A35","RM24_HUMAN","MRPL24","39S ribosomal protein L24, mitochondrial",NA,NA,4222.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q96A65","Q96A65","EXOC4_HUMAN","EXOC4","Exocyst complex component 4",NA,NA,18947.6,5767.95,1279.05,4729.22,3919.23,8254.04,1030.8,NA,NA,NA,5849.21,NA,NA,NA,3911.22,6852.49,NA,NA,NA,1891.07,NA,NA
"Q96AG4","Q96AG4","LRC59_HUMAN","LRRC59","Leucine-rich repeat-containing protein 59",7569.74,6996.73,173192,42261.2,7455.46,30676.8,29005.3,36173.5,12774.7,18981.4,5596.46,4742.45,19602.1,3087.97,2862.67,6336.44,42913.4,53528.7,10831,1964.58,13939.1,35119.9,7832.26,NA
"Q96AP7","Q96AP7","ESAM_HUMAN","ESAM","Endothelial cell-selective adhesion molecule",NA,NA,36384.3,14137,NA,12557.1,10586.9,6069.12,NA,3684.25,NA,NA,NA,NA,1231.87,NA,3233.93,16726.7,NA,NA,NA,6941.27,2563.59,NA
"Q96AQ6;Q96AQ6-2","Q96AQ6-2;Q96AQ6","PBIP1_HUMAN","PBXIP1","Pre-B-cell leukemia transcription factor-interacting protein 1",8246.87,4161.39,NA,1676.3,NA,6206.24,NA,8138.34,4916.64,6069.04,7315.49,5288.06,NA,3659.45,3315.45,6702.44,5419.83,3642.71,7128.12,6776.91,NA,8912.75,6813.22,9295.66
"Q96AX2;Q96AX2-3","Q96AX2-3;Q96AX2","RAB37_HUMAN","RAB37","Ras-related protein Rab-37",NA,NA,65017.4,17872.8,NA,7133.21,10863.1,15058.9,NA,3286.26,NA,NA,NA,NA,NA,NA,11993.8,18259.8,NA,NA,NA,11604.9,NA,NA
"Q96B97","Q96B97-2;Q96B97","SH3K1_HUMAN","SH3KBP1","SH3 domain-containing kinase-binding protein 1",NA,4447.57,15007.3,3953.46,2278.63,4644.42,NA,3282.26,1786.8,NA,NA,11170.7,NA,NA,NA,NA,6426.45,7706.9,NA,NA,NA,4590.23,NA,1846.05
"Q96BM9","Q96BM9;Q9NVJ2","ARL8A_HUMAN","ARL8A","ADP-ribosylation factor-like protein 8A",11626.6,5998.9,73730.1,26754,11293.3,23866.8,9583.59,23544.6,13805.6,12512.9,8207.28,12454.2,17059.5,7128.97,4490.99,NA,40145.4,31003.1,14450.3,4197.62,14069.8,22229.7,11347,14427.3
"Q96BY6;Q96BY6-3","Q96BY6-3;Q96BY6","DOC10_HUMAN","DOCK10","Dedicator of cytokinesis protein 10",NA,NA,18338,2131.39,1758.47,4610.58,4019.87,5306.57,NA,NA,NA,NA,NA,NA,NA,NA,6296.66,4223.34,NA,NA,3807.24,3914.66,NA,NA
"Q96C24","Q96C24","SYTL4_HUMAN","SYTL4","Synaptotagmin-like protein 4",22834.5,26158,477269,113569,11936.9,91314.4,80305.8,73226.5,14305.1,19897.6,12588.3,26453.3,58722.3,14038.2,7555.39,16558.5,85081.6,88822.6,11359.6,NA,14348.2,81449.6,17028,8119.24
"Q96CG8;Q96CG8-3","Q96CG8-2;Q96CG8-3;Q96CG8","CTHR1_HUMAN","CTHRC1","Collagen triple helix repeat-containing protein 1",21379.4,11039.1,4304.72,5126.28,16282.5,6932.56,12907.7,10756.9,7086.05,9515.97,10564.2,9112.17,7009.29,16724.1,14844.7,9885.14,10055.7,5210.29,10556.5,7058.77,7658.86,10891.1,8639.01,11966.3
"Q96CN4;Q96CN4-2","Q96CN4-2;Q96CN4","EVI5L_HUMAN","EVI5L","EVI5-like protein",NA,NA,3455.07,NA,NA,1808.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2927.16,NA,NA,NA,NA,NA,NA
"Q96CS3","Q96CS3","FAF2_HUMAN","FAF2","FAS-associated factor 2",NA,NA,10513,NA,NA,16974.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6574.22,9118.38,NA,8243.06,NA,NA,1447.9,NA
"Q96CW1","Q96CW1-2;Q96CW1","AP2M1_HUMAN","AP2M1","AP-2 complex subunit mu",12266.8,6796.36,60931.3,16740.4,7865.98,14990.1,12547.8,16105.1,8775.93,7544.67,8876.56,2292.49,11667.6,7011.22,5835.99,3393.46,19252.3,23533.3,8449.3,NA,2525.13,17479.1,8085.13,NA
"Q96CW5;Q96CW5-2","Q96CW5-2;Q96CW5","GCP3_HUMAN","TUBGCP3","Gamma-tubulin complex component 3",NA,NA,4732.47,1744.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2037.88,1495.37,NA,NA,NA,654.567,NA,NA
"Q96D46","Q96D46","NMD3_HUMAN","NMD3","60S ribosomal export protein NMD3",NA,NA,7102.24,3309.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2432.98,NA,NA,NA,NA,NA,NA
"Q96D71;Q96D71-2;Q96D71-3;Q96D71-4","Q96D71-2;Q96D71-3;Q96D71-4;Q96D71","REPS1_HUMAN","REPS1","RalBP1-associated Eps domain-containing protein 1",NA,889.175,9485.19,1657.35,NA,997.162,NA,1391.71,NA,5708.05,NA,NA,NA,NA,NA,NA,1960.41,6384.35,NA,NA,1669.82,1195.88,NA,NA
"Q96DA6-2","Q96DA6-2","TIM14_HUMAN","DNAJC19","Isoform 2 of Mitochondrial import inner membrane translocase subunit TIM14",NA,5400.1,NA,18908.2,NA,5342.29,NA,NA,NA,13614.5,2543.42,NA,NA,2931.37,NA,NA,NA,NA,NA,8462.53,NA,NA,NA,NA
"Q96DR8","Q96DR8","MUCL1_HUMAN","MUCL1","Mucin-like protein 1",12748.1,22894.3,16823.9,18554.1,19007.4,26156,36185,24356.7,15303.8,16828.1,14998.4,9837.86,43964.8,23219.6,20132.5,NA,16691.6,41035.2,NA,12847.6,26799.8,36832.5,31322.7,28120.1
"Q96DZ9;Q96DZ9-2;Q96DZ9-3;Q96DZ9-4;Q96DZ9-5;Q96DZ9-6","Q96DZ9-2;Q96DZ9-3;Q96DZ9-4;Q96DZ9-5;Q96DZ9-6;Q96DZ9","CKLF5_HUMAN","CMTM5","CKLF-like MARVEL transmembrane domain-containing protein 5",10146.5,19351.9,107603,86235.1,2623.31,38134.3,31881.7,29679.9,13260.3,22853.4,7013.61,22192.8,46906.8,NA,5385.62,NA,60708.8,37093,3931.74,NA,NA,28672.1,10029.5,NA
"Q96E17","Q96E17","RAB3C_HUMAN","RAB3C","Ras-related protein Rab-3C",2717.36,NA,22159.9,7889.3,NA,5870.16,NA,3387.59,NA,NA,NA,NA,NA,NA,NA,NA,5054.98,5543.01,NA,5357.12,3277.88,12540.5,NA,NA
"Q96EP0","Q96EP0-2;Q96EP0","RNF31_HUMAN","RNF31","E3 ubiquitin-protein ligase RNF31",NA,NA,9277.14,2292.23,NA,2007.31,2610.95,2424.1,NA,NA,489.23,NA,NA,NA,NA,NA,NA,5358.26,NA,NA,NA,3858.05,NA,NA
"Q96FS4","Q96FS4","SIPA1_HUMAN","SIPA1","Signal-induced proliferation-associated protein 1",NA,4186.76,12337,2061.05,NA,1531.89,8492.33,2200.33,NA,NA,NA,NA,NA,NA,984.879,NA,2684.8,5065.29,NA,1326.58,NA,1532.71,1194.55,NA
"Q96FW1;Q96FW1-2","Q96FW1-2;Q96FW1","OTUB1_HUMAN","OTUB1","Ubiquitin thioesterase OTUB1",NA,2739.55,9018.6,15367.1,9889.43,6354.94,13243.9,NA,NA,NA,1130.34,NA,NA,NA,NA,3884.58,15636.5,7081.06,NA,NA,6258.32,4861.53,NA,NA
"Q96FZ7","Q96FZ7","CHMP6_HUMAN","CHMP6","Charged multivesicular body protein 6",14474.8,20876.7,112163,28560.5,14016.9,29062.7,22591.5,31089.5,13626.4,22851.2,16041.8,14849.2,24369.7,16606.3,14970,6067.28,34779.9,39358.4,12931.1,12412.9,17697.3,20840,14032.9,17651.9
"Q96G23","Q96G23","CERS2_HUMAN","CERS2","Ceramide synthase 2",NA,NA,13010.1,NA,NA,NA,5820.35,3634.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,2431.85,NA,NA,NA,2468.39,346.918,NA
"Q96GD0","Q96GD0","PLPP_HUMAN","PDXP","Chronophin",NA,5307.84,NA,4905.73,NA,12613,27797.7,NA,NA,42899.8,3622.94,2553.91,NA,NA,5290.95,NA,2449.44,14222.7,15368.9,NA,6467.23,NA,NA,9793.49
"Q96H79","Q96H79","ZCCHL_HUMAN","ZC3HAV1L","Zinc finger CCCH-type antiviral protein 1-like",NA,NA,12334.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8253.44,NA,NA,NA,NA,NA,NA
"Q96HC4","Q96HC4-2;Q96HC4-3;Q96HC4-4;Q96HC4-6;Q96HC4-7;Q96HC4","PDLI5_HUMAN","PDLIM5","PDZ and LIM domain protein 5",17045.7,8569.97,122256,37850.4,10073.6,38270.2,33774,40521.5,11693.6,14437.8,5414.16,21182.7,28962.6,NA,1171.22,NA,24033.3,54108.8,8506.53,6167.58,6357.81,27051.5,13247.6,9165.46
"Q96HD1","Q96HD1-2;Q96HD1","CREL1_HUMAN","CRELD1","Protein disulfide isomerase CRELD1",NA,NA,2315.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1859.57,NA,493.766,NA,NA,NA,NA,NA,NA
"Q96HF1","Q96HF1","SFRP2_HUMAN","SFRP2","Secreted frizzled-related protein 2",4985.96,2448.82,5638.36,NA,5218.94,3926.54,NA,3807.7,7031.05,1945.09,4669.17,5907.19,NA,2538.09,4946.47,NA,1550.95,3725.63,NA,NA,NA,287.079,2168.12,4495.03
"Q96HN2;Q96HN2-2;Q96HN2-3;Q96HN2-4","O43865-2;O43865;Q96HN2-2;Q96HN2-3;Q96HN2-4;Q96HN2","SAHH3_HUMAN","AHCYL2","Adenosylhomocysteinase 3",3582.05,1644.72,19521.4,4923.24,NA,2830.6,NA,3594.36,NA,NA,NA,1677.43,3792.94,NA,NA,NA,5960.41,8906.06,NA,NA,NA,4792.18,NA,NA
"Q96HR9;Q96HR9-2","Q96HR9-2;Q96HR9","REEP6_HUMAN","REEP6","Receptor expression-enhancing protein 6",NA,NA,3493.9,NA,NA,9993.9,7280.55,NA,NA,44316.6,NA,NA,NA,NA,2840.7,NA,NA,NA,NA,NA,NA,4240.79,NA,NA
"Q96HS1;Q96HS1-2","Q96HS1-2;Q96HS1","PGAM5_HUMAN","PGAM5","Serine/threonine-protein phosphatase PGAM5, mitochondrial",NA,1418.05,13135.8,NA,NA,NA,2076.79,NA,NA,NA,684.74,NA,NA,NA,NA,NA,5909.79,5014.52,NA,NA,NA,2697.6,436.801,2199.86
"Q96HY6;Q96HY6-2","Q96HY6-2;Q96HY6","DDRGK_HUMAN","DDRGK1","DDRGK domain-containing protein 1",1283.11,NA,26599.5,5759.78,NA,8329.33,2964.99,NA,NA,NA,NA,NA,2436.08,NA,NA,NA,8772,7032.12,NA,NA,3381.5,6923.32,NA,NA
"Q96I15;Q96I15-2","Q96I15-2;Q96I15","SCLY_HUMAN","SCLY","Selenocysteine lyase",NA,NA,NA,NA,NA,NA,6206.25,NA,NA,6124.43,NA,NA,NA,NA,NA,1842.15,NA,NA,NA,NA,3106.21,NA,NA,NA
"Q96I24;Q96I24-2","Q96AE4-2;Q96AE4;Q96I24-2;Q96I24","FUBP3_HUMAN","FUBP3","Far upstream element-binding protein 3",68070.6,61642.3,23796.2,35327.7,43675.3,51997.7,70964,39551.6,62885.5,45868.6,NA,55572.8,71074.1,61235.3,33120.7,93622,36917.4,31322.8,78435.2,36526.6,53227.7,59174.6,47397.1,76135.6
"Q96I99;Q96I99-2","Q96I99-2;Q96I99","SUCB2_HUMAN","SUCLG2","Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial",5363.23,928.655,6832.52,3245.59,1786.57,2718.97,4448.33,3039.26,1560.66,7053.27,1341.04,986.427,NA,NA,NA,NA,2082.86,2406.87,NA,NA,NA,NA,803.138,NA
"Q96IJ6","Q96IJ6","GMPPA_HUMAN","GMPPA","Mannose-1-phosphate guanyltransferase alpha",NA,NA,3096.56,3966.55,4551.45,1414.91,NA,2873.7,NA,NA,983.302,NA,NA,NA,NA,2233.01,4896.38,2659.27,NA,NA,NA,NA,3385.25,3793.46
"Q96IX5","Q96IX5","ATPMK_HUMAN","ATP5MK","ATP synthase membrane subunit K, mitochondrial",6208.72,2645.14,15399.6,3069.46,4869.6,1905.15,NA,3222.99,6936.62,3578.36,NA,2729.67,NA,NA,NA,NA,NA,4113.85,NA,NA,NA,4911.73,NA,NA
"Q96IY4","Q96IY4-2;Q96IY4","CBPB2_HUMAN","CPB2","Carboxypeptidase B2",1009310,1276330,549608,776272,972570,990289,1795950,772709,1258620,551411,1072390,1156250,815322,1256570,805257,919838,776216,505311,796558,1189490,803558,988488,904662,939770
"Q96J02;Q96J02-2","Q96J02-2;Q96J02","ITCH_HUMAN","ITCH","E3 ubiquitin-protein ligase Itchy homolog",NA,NA,4711.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q96JC1;Q96JC1-2","Q96JC1-2;Q96JC1","VPS39_HUMAN","VPS39","Vam6/Vps39-like protein",NA,NA,11338.2,3309.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6459.97,10937.4,NA,NA,NA,NA,NA,NA
"Q96JH7","Q96JH7","VCIP1_HUMAN","VCPIP1","Deubiquitinating protein VCPIP1",1291.69,NA,15976.3,6334.74,NA,NA,NA,6537.16,NA,NA,NA,NA,9670.44,NA,NA,NA,805.02,3681.37,NA,NA,NA,5333.93,NA,NA
"Q96JI7;Q96JI7-3","Q96JI7-3;Q96JI7","SPTCS_HUMAN","SPG11","Spatacsin",275624,321680,NA,NA,258946,NA,NA,NA,206939,NA,NA,NA,NA,NA,370694,NA,NA,137232,291503,656542,NA,278043,181899,421054
"Q96JJ7","Q96JJ7","TMX3_HUMAN","TMX3","Protein disulfide-isomerase TMX3",NA,9598.8,43388.8,11403.4,NA,10363.1,13457.2,9294.78,16716.3,9242.75,4800.54,NA,14140.3,NA,NA,NA,11261.7,19833.8,NA,NA,NA,18615.7,NA,NA
"Q96JK4;Q96JK4-2","Q6UWX4;Q96JK4-2;Q96JK4","HIPL1_HUMAN","HHIPL1","HHIP-like protein 1",NA,2300.24,1408.9,1062.23,NA,NA,NA,NA,6740.67,NA,3414.23,NA,5114.29,5634.59,2579.5,NA,564.166,NA,NA,2890.89,5775.9,6357.83,1146.3,2850.57
"Q96K12","Q96K12","FACR2_HUMAN","FAR2","Fatty acyl-CoA reductase 2",NA,NA,NA,697.589,NA,NA,NA,165.73,2982.41,1855.79,1904.39,NA,NA,NA,1931.72,NA,NA,NA,NA,NA,NA,2219.09,NA,NA
"Q96K17","Q96K17","BT3L4_HUMAN","BTF3L4","Transcription factor BTF3 homolog 4",2614.02,NA,7878.65,5559.65,6225.88,3719.99,NA,NA,NA,5206.24,NA,3083.04,4347.11,NA,1472.96,NA,8033.11,9950.95,NA,NA,NA,4412.88,4410.23,6887.21
"Q96K19;Q96K19-2;Q96K19-3;Q96K19-5","Q96K19-2;Q96K19-3;Q96K19-5;Q96K19","RN170_HUMAN","RNF170","E3 ubiquitin-protein ligase RNF170",NA,NA,3717.21,1222.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q96K49;Q96K49-2","Q96K49-2;Q96K49","TM87B_HUMAN","TMEM87B","Transmembrane protein 87B",NA,NA,15808.3,6645.76,NA,5063.9,1887.63,8018.23,NA,NA,NA,NA,NA,NA,NA,NA,4088.91,5968.84,NA,NA,NA,1446.75,NA,NA
"Q96K76;Q96K76-4","Q96K76-2;Q96K76-4;Q96K76","UBP47_HUMAN","USP47","Ubiquitin carboxyl-terminal hydrolase 47",NA,NA,7328.56,1460.45,NA,NA,3265.67,5159.41,NA,3651.55,NA,7403.72,NA,NA,NA,NA,3982.3,3598.88,NA,1148.9,NA,NA,NA,NA
"Q96KG9;Q96KG9-2;Q96KG9-3;Q96KG9-4;Q96KG9-5;Q96KG9-6","Q96KG9-2;Q96KG9-3;Q96KG9-4;Q96KG9-5;Q96KG9-6;Q96KG9","SCYL1_HUMAN","SCYL1","N-terminal kinase-like protein",NA,NA,16778.9,5021.96,3937.3,10208.2,7711.09,8423.56,NA,9646.83,1159.31,NA,4571.76,NA,2437.89,NA,3768.23,6494,2904.77,NA,NA,8045.62,902.316,2176.1
"Q96KN2","Q96KN2","CNDP1_HUMAN","CNDP1","Beta-Ala-His dipeptidase",404297,554266,293721,308953,674018,524587,467926,655346,440015,241911,770224,389060,281200,638248,302992,475764,945575,291685,554454,914212,684116,544051,432728,528347
"Q96KP4","Q96KP4-2;Q96KP4","CNDP2_HUMAN","CNDP2","Cytosolic non-specific dipeptidase",3526.14,978.327,23269.5,9787.2,7217.38,11918.6,7625.01,6242.07,NA,4443.7,3348.23,NA,NA,1450.56,NA,NA,12191.5,13384.1,NA,NA,8616.08,6794.65,NA,NA
"Q96L46","Q96L46","CPNS2_HUMAN","CAPNS2","Calpain small subunit 2",1765.82,9197.78,2936.35,1228.5,NA,8709.31,NA,2001.44,3470.72,3734.04,4425.98,NA,NA,NA,3576.72,7667.51,3506.67,4074.23,NA,3497.39,6942.49,5167.21,10891.2,NA
"Q96L58","Q96L58","B3GT6_HUMAN","B3GALT6","Beta-1,3-galactosyltransferase 6",29573.4,39056.2,25657.4,16325.1,41115.6,NA,NA,40852.4,24295.5,NA,21847.8,NA,26316.3,30237,NA,NA,26668.9,18494,31968.8,NA,24733.5,27699.8,11489.8,25706.6
